lat,lon,name,Address,Phone,Text,Website,Email,other,ttt,,,https://www.chime.ie/images/uploads/downloads/Outreach_-_Sheet1.pdf
53.47177435,-6.211283031,IWA National Headquarters,Áras Chúchulainn Blackheath Drive Clontarf Dublin 3,01 818 6400,,https://www.iwa.ie/,info@iwa.ie,,,,,
53.32679656,-8.21954619,Holiday Service Ballinasloe,The Shearwater Hotel Marina Point Ballinasloe Co Galway H53 F5P9,087 137 5562 ,,https://www.iwa.ie/,sinead.harte@iwa.ie,,,,,
53.27596359,-9.016265745,IWA Renmore,Renmore Community Centre Renmore Avenue Galway,091753022,,https://www.iwa.ie/,Secretary.GalwaySpeeders@iwasport.com,,,,,
53.51178842,-8.849540647,IWA Tuam,The Glebe Dublin Road Tuam Co Galway H54 TR77,093 266 59  ,,https://www.iwa.ie/,tuam@iwa.ie,,,,,
52.2858861,-9.68959891,IWA Tralee,Lime Tree House Kileen Oakpark Tralee Co Kerry V92 VHY2,066 718 0154 ,,https://www.iwa.ie/,tralee@iwa.ie,,,,,
52.27132914,-9.707100574,IWA Tralee Charity Shop,4-5 Maine Street Tralee Co. Kerry,085 870 5154  ,,https://www.iwa.ie/,Traleeshop@iwa.ie,,,,,
52.06857039,-9.51749861,IWA Killarney,Killarney Reeks Gateway Unit 8 Ardnamweely Killarney Co Kerry V93 YP6P,064 6639395  ,,https://www.iwa.ie/,killarney@iwa.ie,,,,,
52.44957122,-9.477068263,IWA Listowel,3 Ballygalogue Road Listowel Co Kerry V31 CF43,068 24939,,https://www.iwa.ie/,listowel@iwa.ie,,,,,
52.44881423,-9.486057274,IWA Listowel Charity Shop,William Street Listowel Co. Kerry,085 870 5130  ,,https://www.iwa.ie/,listowelshop@iwa.ie,,,,,
52.99912559,-6.997043909,IWA Athy,Teach Emmanuel Woodstock North Athy Co Kildare R14 P038,059 863 8529,,https://www.iwa.ie/,athy@iwa.ie,,,,,
53.29553036,-6.694434593,IWA Clane,Ballinagappa Road Clane Co Kildare W91 YT99,045893094,,https://www.iwa.ie/,maats@iwa.ie,,,,,
52.64588118,-7.211516009,IWA Purcellinch,Unit 4 IDA Buisness Park Purcellsinch Kilkenny R95 PX5X,,,https://www.iwa.ie/,,,,,,
52.64651603,-7.253270078,IWA Kilkenny,Claddagh Court College Road Kilkenny R95 Y4DF,056 776 2775  ,,https://www.iwa.ie/,,,,,,
53.0359573,-7.28486123,IWA Portlaoise,Alvernia House St Fintans Hospital Dublin Rd Portlaoise Co. Laois R32YSW6,057 869 4030 ,,https://www.iwa.ie/,laois@iwa.ie,,,,,
53.94707692,-8.074231216,IWA Carrick on Shannon,Castlecarragh Road Attyfinlay Carrick on Shannon Co Leitrim N41 KF88,071 962 0569  ,,https://www.iwa.ie/,drcckshannon@iwa.ie,,,,,
54.39509221,-8.452490042,IWA Kinlough,Part time Location Please: Abbeyville Centre St Anne’s Sligo,071 915 5522,,https://www.iwa.ie/,drcckshannon@iwa.ie,,,,,
52.6481554,-8.615901917,IWA Limerick Regional Centre,Unit F1 LEDP Business Park Roxboro Limerick V94YH58,061 317234 ,,https://www.iwa.ie/,limerick@iwa.ie,,,,,
53.6263527,-7.818406588,IWA Longford,Kenagh Enterprise Centre Kenagh Co Longford W39W732,043 332 2992 ,,https://www.iwa.ie/,kenagh@iwa.ie,,,,,
53.85252217,-6.545260205,IWA Ardee Charity Shop,John Street Ardee Co. Louth,085 870 5201 ,,https://www.iwa.ie/,ardeeshop@iwa.ie,,,,,
53.85252217,-6.54527,IWA Ardee / Louth,John Street Business Park Ardee Co Louth,041 685 3046  ,,https://www.iwa.ie/,ardee@iwa.ie,,,,,
53.71543884,-6.348282747,IWA Drogheda,Unit 7 Mayoralty Street Drogheda Co Louth A92 YN76,041 984 6614 ,,https://www.iwa.ie/,drogheda@iwa.ie,,,,,
53.85842587,-9.304950793,IWA Castlebar,St. Anne’s Newport Road Castlebar Co. Mayo. F23 K683,094 906 0937 ,,https://www.iwa.ie/,castlebar@iwa.ie,,,,,
54.21623763,-9.980025808,IWA Belmullet,Logmore Belmullet Co Mayo F26VY42,097 817 28 ,,https://www.iwa.ie/,erris@iwa.ie,,,,,
53.73977861,-6.908255847,IWA Kells,Enterprise and Technology Centre Kells Business Park Kells Co. Meath A82E1C6,046-9072539  ,,https://www.iwa.ie/,,,,,,
53.66095791,-6.724535062,IWA Navan,3-4 Liscarton Villas Kells Road Navan Co Meath C15HP99,046 907 2539,,https://www.iwa.ie/,navan@iwa.ie,,,,,
53.2696696,-7.366176847,IWA Tullamore,Toberleheen / Ballinagar / Tullamore Co. Offaly R35NX09,057 935 0065 ,,https://www.iwa.ie/,tullamore@iwa.ie,,,,,
53.64232091,-8.210239301,IWA Roscommon,Unit 1 Corraun Park Racecourse Road Roscommon F42 KF98,087 662 2366 ,,https://www.iwa.ie/,,,,,,
53.62849162,-8.188111461,IWA Roscommon Charity Shop,Augustine House Circular Road Co. Roscommon,085 804 7700 ,,https://www.iwa.ie/,roscommonshop@iwa.ie,,,,,
54.26996537,-8.464837462,IWA Sligo,IWA Sligo Abbeyville Centre St Anne’s Sligo F91 KH5X,071 915 5522 ,,https://www.iwa.ie/,sligo@iwa.ie,,,,,
52.47670876,-8.146635241,IWA Tipperary Town,Brodeen Cashel Road Tipperary Town Co Tipperary E34VY09,062 527 44 ,,https://www.iwa.ie/,tiptown@iwa.ie,,,,,
52.47359994,-8.163248961,IWA Tipperary Charity Shop,47 Main Street Tipperary Town Co. Tipperary,085 870 5185 ,,https://www.iwa.ie/,tipptownshop@iwa.ie,,,,,
52.48459713,-7.401427865,IWA Carrick On Suir,Part time: IWA Nano Nagle Centre Carrick On Suir Co Tipperary,062 52744 ,,https://www.iwa.ie/,tiptown@iwa.ie,,,,,
52.51427074,-7.888141703,IWA Cashel,Part Time: Our Ladys Hospital Cashel Co Tipperary,062 52744 ,,https://www.iwa.ie/,tiptown@iwa.ie,,,,,
52.47655193,-8.146806902,IWA Nenagh,Part Time Location please contact IWA Tipperary Town E34VY09,062 52744 ,,https://www.iwa.ie/,tiptown@iwa.ie,,,,,
52.95287194,-7.800575148,IWA Roscrea,IWA Roscrea Hannon House Abbey Street Roscrea Co Tipperary E53VX86,050 523 229,,https://www.iwa.ie/,tipperary@iwa.ie,,,,,
52.25210802,-7.153167448,IWA Waterford,Unit 1A Cleaboy Business Park Old Kilmeaden Road Waterford X91DEC4,058 246 45  ,,https://www.iwa.ie/,waterford@iwa.ie,,,,,
52.08841455,-7.623500876,IWA Dungarvan Shop,21 Mitchell Street Dungarvan Co Waterford,085 870 5175 ,,https://www.iwa.ie/,dungarvanshop@iwa.ie,,,,,
53.43382398,-7.945339032,IWA Athlone,Clonbrusk Resource Centre Coosan Road Athlone Co Westmeath N37 C1K2,090 647 1118 ,,https://www.iwa.ie/,athlone@iwa.ie,,,,,
53.53394994,-7.324602247,IWA Mullingar,Springfield Centre Devlin Road Mullingar Co Westmeath N91NP30,044 934 7511 ,,https://www.iwa.ie/,mullingar@iwa.ie,,,,,
52.6113808,-6.305138909,IWA Ballycanew,Ballycanew Gorey Co. Wexford,053 948 2522 ,,https://www.iwa.ie/,wexford@iwa.ie,,,,,
52.501064,-6.566432425,IWA Enniscorthy Charity Shop,Mill Park Enniscorthy Co. Wexford Y21 E8W9,085 870 5128 ,,https://www.iwa.ie/,enniscorthyshop@iwa.ie,,,,,
52.67654368,-6.295325818,IWA Gorey Charity Shop,Unit 1 & 2 Willow house Pearse Street Gorey Co. Wexford,085 808 4172  ,,https://www.iwa.ie/,goreyshop@iwa.ie,,,,,
52.33801042,-6.459952803,IWA Wexford Charity Shop,Unit 3 Donovan’s Wharf Crescent Quay Co. Wexford,085 803 5404 ,,https://www.iwa.ie/,wexfordtownshop@iwa.ie,,,,,
"52.33827797943078, ",-6.46000684,IWA Wexford,Lochrann House Cinema Lane Wexford Co Wexford Y35VW13,053 912 4578 ,,https://www.iwa.ie/,wexford@iwa.ie,,,,,
52.6135693,-6.305620748,IWA Enniscorthy,Ballycanew Gorey Co. Wexford Y25TO44,053 948 2522 ,,https://www.iwa.ie/,wexford@iwa.ie,,,,,
52.81147573,-6.154950617,IWA Arklow,ABEC Centre Kilbride Industrial Estate Kilbride Arklow Co Wicklow Y14 T44,040 291 311 ,,https://www.iwa.ie/,drcarklow@iwa.ie,,,,,
